date,acc,PID
34:38.7,2.56701E+11,80G0
10:07.9,2.56703E+11,WLIW
18:26.2,2.56774E+11,WLIW
52:44.5,2.56751E+11,WLIW
16:05.7,2.56701E+11,6Q4Z
54:25.5,2.56701E+11,U1DD
37:37.2,2.56702E+11,WLIW
41:58.1,2.56701E+11,WLIW
20:05.0,2.56752E+11,5YR6
40:22.1,2.56782E+11,T2MU
32:31.6,2.56774E+11,WLIW
47:18.4,2.56789E+11,WLIW
15:54.1,2.56789E+11,DJGS
21:17.9,2.56778E+11,CPEH
05:08.4,2.56777E+11,80G0
07:20.8,2.56777E+11,80G0
23:31.2,2.56793E+11,U1DD
58:03.0,2.56782E+11,T0LZ
09:24.0,2.56782E+11,80G0
15:15.5,2.5676E+11,U1DD
24:22.3,2.56754E+11,6Q4Z
26:17.0,2.56702E+11,T0LZ
27:37.9,2.56774E+11,WLIW
12:11.3,2.56778E+11,80G0
06:53.0,2.56703E+11,DJGS
58:50.2,2.56775E+11,T0LZ
23:19.9,2.56701E+11,6Q4Z
19:54.5,2.56778E+11,80G0
33:45.9,2.56705E+11,T0LZ
55:59.8,2.56706E+11,U1DD
12:09.0,2.56703E+11,WLIW
37:24.6,2.56776E+11,80G0
02:04.0,2.56709E+11,P7R7
23:09.4,2.56776E+11,DJGS
42:04.7,2.56757E+11,DJGS
48:09.2,2.56704E+11,80G0
16:34.9,2.56753E+11,WLIW
15:49.9,2.56703E+11,T0LZ
50:11.0,2.56703E+11,WLIW
13:36.2,2.56773E+11,WLIW
56:58.3,2.56779E+11,WLIW
53:42.0,2.56774E+11,T0LZ
46:51.2,2.56702E+11,T2MU
42:24.0,2.56755E+11,DJGS
41:30.4,2.56774E+11,WLIW
22:36.4,2.56312E+11,80G0
15:03.4,2.56775E+11,T2MU
25:22.5,2.56703E+11,WLIW
41:01.5,2.56312E+11,WLIW
51:02.6,2.56775E+11,80G0
37:58.1,2.56785E+11,WLIW
24:58.4,2.56776E+11,80G0
13:33.3,2.56781E+11,WLIW
38:01.7,2.56774E+11,Q9SJ
14:12.3,2.56774E+11,U1DD
56:37.0,2.56782E+11,WLIW
51:02.7,2.56755E+11,80G0
08:35.6,2.56772E+11,WLIW
17:45.8,2.56752E+11,3USE
04:04.9,2.56701E+11,WLIW
31:22.0,2.56783E+11,WLIW
02:41.5,2.56783E+11,WLIW
09:12.4,2.56703E+11,WLIW
24:18.4,2.56774E+11,WLIW
44:42.5,2.56703E+11,WLIW
56:32.6,2.56781E+11,3USE
03:38.3,2.56752E+11,3USE
37:06.0,2.56785E+11,80G0
27:14.9,2.56782E+11,WLIW
56:16.8,2.56774E+11,WLIW
55:05.7,2.56758E+11,T0LZ
19:02.4,2.56774E+11,WLIW
07:16.5,2.56774E+11,WLIW
23:56.3,2.56752E+11,3USE
08:01.8,2.56755E+11,DJGS
29:55.0,2.56702E+11,6Q4Z
04:22.2,2.56784E+11,U1DD
40:11.4,2.56781E+11,WLIW
47:33.0,2.56774E+11,WLIW
45:25.2,2.56774E+11,WLIW
07:29.4,2.56786E+11,80G0
53:20.2,2.56701E+11,80G0
58:07.3,2.56708E+11,3USE
43:59.3,2.56777E+11,80G0
11:09.6,2.56757E+11,80G0
56:42.0,2.56774E+11,T0LZ
23:15.1,2.56781E+11,80G0
27:03.4,2.56791E+11,80G0
58:34.7,2.56774E+11,Q9SJ
30:33.4,2.56785E+11,WLIW
54:33.4,2.56786E+11,U1DD
14:54.8,2.56786E+11,49DG
26:53.4,2.56774E+11,T0LZ
20:23.3,2.56759E+11,WLIW
05:44.5,2.56701E+11,WLIW
03:02.0,2.56774E+11,WLIW
04:36.2,2.56757E+11,T0LZ
43:32.7,2.56779E+11,U1DD
15:20.5,2.56708E+11,3USE
10:37.2,2.56783E+11,80G0
18:11.1,2.56771E+11,WLIW
58:24.4,2.56781E+11,80G0
08:29.0,2.56E+11,80G0
06:24.9,2.56783E+11,T0LZ
04:25.4,2.56774E+11,WLIW
46:07.4,2.56759E+11,U1DD
30:14.2,2.56781E+11,WLIW
19:04.8,2.56774E+11,WLIW
45:17.6,2.56777E+11,WLIW
37:17.9,2.56751E+11,WLIW
25:38.0,2.56785E+11,80G0
19:35.9,2.56757E+11,80G0
46:54.8,2.56757E+11,Q9SJ
33:13.2,2.56787E+11,U1DD
25:43.9,2.56781E+11,80G0
20:46.4,2.56774E+11,WLIW
56:32.4,2.56E+11,WLIW
26:50.5,2.5675E+11,T0LZ
32:40.9,2.56701E+11,6Q4Z
16:17.3,2.56781E+11,WLIW
08:07.6,2.56752E+11,3USE
37:12.1,2.56752E+11,WLIW
53:48.6,2.56E+11,80G0
42:17.8,2.56701E+11,WLIW
28:49.9,2.56786E+11,T0LZ
38:22.6,2.56754E+11,WLIW
13:38.0,2.56701E+11,U1DD
43:35.2,2.56774E+11,WLIW
55:40.1,2.56705E+11,WLIW
11:54.9,2.56701E+11,WLIW
40:26.4,2.56704E+11,80G0
07:59.9,2.56774E+11,WLIW
05:06.1,2.56709E+11,80G0
52:41.0,2.56774E+11,WLIW
34:19.3,2.56774E+11,WLIW
07:22.0,2.56705E+11,WLIW
57:23.5,2.56704E+11,80G0
54:58.5,2.56785E+11,WLIW
22:09.0,2.56703E+11,WLIW
37:45.0,2.56773E+11,80G0
49:12.5,2.56393E+11,80G0
58:12.4,2.56702E+11,WLIW
03:21.3,2.56774E+11,T0LZ
44:42.6,2.56757E+11,DJGS
08:53.3,2.56784E+11,U1DD
32:26.0,2.56775E+11,3USE
19:04.7,2.56702E+11,CPEH
52:06.8,2.56758E+11,DJGS
01:07.6,2.56781E+11,WLIW
25:04.0,2.56703E+11,WLIW
44:44.1,2.56774E+11,T0LZ
30:25.1,2.56782E+11,80G0
37:35.6,2.56E+11,U1DD
22:43.9,2.56774E+11,3USE
30:31.3,2.56785E+11,WLIW
36:37.1,2.56753E+11,80G0
05:02.3,2.56706E+11,80G0
46:10.1,2.56701E+11,6Q4Z
12:56.4,2.56783E+11,T0LZ
14:59.9,2.56777E+11,WLIW
42:13.1,2.56788E+11,U1DD
03:38.7,2.56773E+11,80G0
55:06.2,2.56781E+11,5YR6
45:27.8,2.56752E+11,DJGS
35:04.1,2.56778E+11,80G0
57:24.5,2.56708E+11,3USE
28:58.7,2.56787E+11,0ZFO
22:50.0,2.56781E+11,WLIW
03:33.5,2.56773E+11,80G0
50:23.0,2.56705E+11,93AI
48:16.6,2.5678E+11,WLIW
22:56.7,2.56773E+11,T0LZ
23:46.1,2.56773E+11,DJGS
44:32.9,2.56783E+11,80G0
37:14.7,2.56774E+11,WLIW
03:21.3,2.56797E+11,80G0
09:58.8,2.56773E+11,DJGS
54:37.8,2.56774E+11,U1DD
33:55.7,2.56701E+11,WLIW
47:30.5,2.56775E+11,U1DD
50:58.6,2.56779E+11,U1DD
33:01.6,2.56701E+11,6Q4Z
48:27.0,2.56774E+11,WLIW
27:46.8,2.56702E+11,WLIW
58:10.8,2.56779E+11,Q9SJ
43:38.3,2.56776E+11,U1DD
03:18.8,2.56784E+11,WLIW
05:54.9,2.56752E+11,U1DD
22:30.7,2.56751E+11,WLIW
02:57.9,2.56703E+11,U1DD
36:44.4,2.5676E+11,80G0
27:15.7,2.56786E+11,3USE
40:28.8,2.56701E+11,6Q4Z
58:56.0,2.56779E+11,U1DD
55:15.8,2.56776E+11,WLIW
52:16.1,2.56774E+11,WLIW
38:27.9,2.56703E+11,WLIW
26:36.2,2.56785E+11,T0LZ
41:07.6,2.56756E+11,WLIW
35:29.3,2.56701E+11,WLIW
32:38.8,2.56705E+11,WLIW
41:30.8,2.56772E+11,U1DD
09:13.5,2.56773E+11,DJGS
59:15.9,2.56773E+11,80G0
30:49.6,2.56785E+11,WLIW
52:58.3,2.56754E+11,80G0
12:02.5,2.56775E+11,Q9SJ
26:52.9,2.56785E+11,80G0
31:11.7,2.5675E+11,U1DD
41:44.8,2.56774E+11,T0LZ
27:06.7,2.56707E+11,WLIW
40:54.1,2.56701E+11,6Q4Z
40:35.3,2.56785E+11,U1DD
34:13.1,2.56704E+11,U1DD
46:52.1,2.56783E+11,U1DD
17:44.4,2.56755E+11,WLIW
00:01.0,2.56758E+11,WLIW
22:09.1,2.56781E+11,80G0
44:44.7,2.56786E+11,80G0
01:13.2,2.56785E+11,WLIW
38:41.0,2.56781E+11,WLIW
32:42.9,2.56703E+11,WLIW
18:26.6,2.5678E+11,WLIW
17:16.0,2.56775E+11,DJGS
04:46.6,2.56705E+11,80G0
08:36.7,2.56783E+11,WLIW
20:21.3,2.56789E+11,T0LZ
52:58.7,2.56754E+11,DJGS
51:59.2,2.56785E+11,WLIW
26:30.6,2.56783E+11,3USE
53:18.7,2.56782E+11,5YR6
15:28.6,2.56785E+11,U1DD
15:18.4,2.56701E+11,6Q4Z
17:40.1,2.56752E+11,3USE
00:22.1,2.56782E+11,WLIW
52:11.3,2.56786E+11,WLIW
40:44.0,2.56774E+11,WLIW
03:40.0,2.56701E+11,WLIW
03:19.0,2.56752E+11,80G0
51:28.3,2.56785E+11,T0LZ
01:26.7,2.56777E+11,6Q4Z
02:30.7,2.56703E+11,DJGS
11:00.3,2.56753E+11,WLIW
23:04.0,2.5678E+11,U1DD
54:09.0,2.56783E+11,U1DD
50:13.1,2.56772E+11,WLIW
57:02.7,2.56781E+11,3USE
46:43.1,2.56701E+11,DJGS
00:14.1,2.56779E+11,DJGS
52:04.2,2.56786E+11,U1DD
13:43.5,2.56703E+11,WLIW
06:34.5,2.56786E+11,5YR6
46:30.7,2.56705E+11,WLIW
14:40.7,2.56701E+11,6Q4Z
13:29.3,2.56779E+11,WLIW
32:59.6,2.56703E+11,WLIW
19:25.6,2.56701E+11,6Q4Z
37:12.8,2.56775E+11,WLIW
36:29.6,2.56701E+11,80G0
34:28.2,2.56786E+11,80G0
38:09.5,2.56758E+11,80G0
29:10.6,2.56792E+11,80G0
01:24.4,2.56705E+11,93AI
24:22.2,2.56701E+11,6Q4Z
30:31.2,2.56312E+11,80G0
58:07.0,2.56774E+11,80G0
38:39.3,2.56785E+11,WLIW
10:01.2,2.56703E+11,WLIW
15:34.0,2.56779E+11,T0LZ
35:34.1,2.56755E+11,U1DD
31:16.0,2.56701E+11,U1DD
33:26.2,2.56755E+11,WLIW
39:29.6,2.56774E+11,WLIW
27:08.1,2.56705E+11,WLIW
02:06.5,2.56776E+11,U1DD
32:30.2,2.56782E+11,DJGS
21:03.4,2.56774E+11,WLIW
33:16.0,2.56776E+11,WLIW
45:35.4,2.56701E+11,6Q4Z
14:26.5,2.56706E+11,80G0
15:29.4,2.56752E+11,3USE
10:40.7,2.56774E+11,WLIW
14:02.1,2.56751E+11,WLIW
50:00.4,2.56705E+11,WLIW
57:07.8,2.56755E+11,WLIW
32:34.0,2.56775E+11,80G0
29:38.6,2.5675E+11,WLIW
11:37.6,2.56785E+11,WLIW
33:16.8,2.56756E+11,U1DD
36:18.1,2.56757E+11,WLIW
46:12.5,2.56701E+11,WLIW
00:16.9,2.56703E+11,WLIW
19:03.1,2.56786E+11,U1DD
23:26.8,2.56701E+11,WLIW
29:15.5,2.56701E+11,WLIW
19:52.7,2.56791E+11,WLIW
25:49.9,2.56791E+11,WLIW
03:49.8,2.56701E+11,WLIW
46:11.5,2.56774E+11,WLIW
56:29.5,2.56778E+11,WLIW
42:42.9,2.56707E+11,3USE
14:42.8,2.56754E+11,80G0
04:24.6,2.56775E+11,WLIW
26:05.5,2.56701E+11,6Q4Z
28:08.0,2.56703E+11,WLIW
35:42.4,2.56776E+11,P4IQ
27:05.4,2.56774E+11,WLIW
42:59.0,2.56701E+11,T0LZ
58:09.5,2.56705E+11,WLIW
30:27.3,2.56776E+11,DJGS
15:48.9,2.56702E+11,T0LZ
21:30.9,2.56777E+11,WLIW
05:54.9,2.56782E+11,WLIW
23:01.0,2.56778E+11,3USE
03:05.7,2.56774E+11,WLIW
24:30.5,2.56774E+11,6Q4Z
10:54.7,2.56701E+11,WLIW
09:03.4,2.5678E+11,WLIW
05:45.3,2.56773E+11,U1DD
14:55.7,2.56777E+11,80G0
02:44.2,2.56779E+11,80G0
16:17.8,2.56789E+11,80G0
31:14.8,2.56753E+11,3USE
34:41.7,2.56706E+11,80G0
50:16.5,2.5679E+11,80G0
57:19.2,2.56706E+11,2F3O
24:45.9,2.56703E+11,WLIW
46:42.6,2.56774E+11,T0LZ
00:15.1,2.56701E+11,U1DD
44:33.6,2.56706E+11,80G0
20:42.3,2.56703E+11,WLIW
10:46.9,2.5678E+11,T0LZ
20:35.4,2.56784E+11,80G0
30:43.6,2.56703E+11,WLIW
11:48.5,2.56786E+11,3USE
56:00.9,2.5675E+11,U1DD
19:13.2,2.56701E+11,WLIW
42:11.5,2.56781E+11,80G0
04:17.9,2.56755E+11,3USE
13:46.3,2.56701E+11,WLIW
19:17.5,2.56701E+11,WLIW
39:29.6,2.56707E+11,U1DD
28:29.5,2.56755E+11,WLIW
27:57.7,2.56757E+11,80G0
21:55.4,2.56783E+11,80G0
14:41.8,2.56785E+11,WLIW
04:50.8,2.56756E+11,T0LZ
11:23.4,2.56704E+11,U1DD
50:34.6,2.56703E+11,WLIW
33:51.5,2.56782E+11,YEPH
10:14.2,2.56782E+11,U1DD
14:33.4,2.56755E+11,DJGS
19:51.2,2.56705E+11,U1DD
34:13.7,2.56755E+11,3USE
52:24.5,2.56782E+11,WLIW
15:07.3,2.56772E+11,U1DD
01:50.4,2.56702E+11,T0LZ
53:16.6,2.56701E+11,WLIW
13:35.3,2.56774E+11,CPEH
24:25.4,2.56701E+11,U1DD
06:39.8,2.56772E+11,WLIW
36:35.0,2.56703E+11,T0LZ
40:16.3,2.56701E+11,WLIW
59:01.3,2.56757E+11,DJGS
03:03.8,2.56772E+11,3USE
23:59.4,2.56701E+11,WLIW
49:31.0,2.56781E+11,WLIW
27:19.8,2.56703E+11,WLIW
21:03.8,2.56771E+11,WLIW
29:37.1,2.56701E+11,3USE
14:29.5,2.56774E+11,3USE
16:38.8,2.56781E+11,WLIW
58:01.5,2.56705E+11,DJGS
56:11.1,2.56783E+11,80G0
58:13.6,2.56774E+11,3USE
26:27.0,2.56703E+11,WLIW
57:14.0,2.56776E+11,WLIW
00:41.9,2.56312E+11,80G0
30:38.5,2.56785E+11,80G0
06:09.3,2.56702E+11,80G0
58:25.2,2.56788E+11,WLIW
54:25.8,2.56702E+11,6Q4Z
12:27.0,2.56782E+11,U1DD
04:06.3,2.56759E+11,DJGS
08:36.4,2.56782E+11,DJGS
56:14.2,2.56752E+11,WLIW
06:29.5,2.56705E+11,P7R7
05:18.1,2.56776E+11,80G0
06:12.5,2.56772E+11,DJGS
34:11.4,2.56706E+11,WLIW
39:41.2,2.56793E+11,80G0
01:23.9,2.56757E+11,80G0
15:54.2,2.56772E+11,U1DD
24:48.0,2.56772E+11,80G0
01:50.5,2.56782E+11,6Q4Z
21:19.2,2.56703E+11,WLIW
43:45.1,2.56773E+11,WLIW
34:42.0,2.56703E+11,DJGS
56:01.4,2.56702E+11,T0LZ
17:09.5,2.56774E+11,WLIW
18:17.9,2.56786E+11,3USE
45:59.3,2.56704E+11,U1DD
12:01.9,2.56781E+11,80G0
10:11.7,2.56701E+11,WLIW
14:08.4,2.56772E+11,U1DD
23:35.9,2.56E+11,80G0
32:41.5,2.56704E+11,WLIW
28:02.2,2.56701E+11,6Q4Z
02:41.5,2.56701E+11,WLIW
21:18.1,2.56756E+11,6Q4Z
14:25.0,2.56776E+11,80G0
23:49.0,2.5678E+11,80G0
46:58.1,2.56705E+11,80G0
09:47.4,2.56703E+11,WLIW
22:12.9,2.56774E+11,WLIW
56:07.7,2.56774E+11,DJGS
28:01.6,2.56772E+11,U1DD
31:59.0,2.56757E+11,WLIW
41:11.5,2.56775E+11,80G0
27:46.4,2.56703E+11,U1DD
39:38.1,2.56704E+11,WLIW
35:49.5,2.56782E+11,U1DD
30:00.9,2.56702E+11,80G0
10:37.1,2.56781E+11,80G0
41:54.7,2.56703E+11,WLIW
59:06.4,2.56753E+11,DJGS
02:12.8,2.56757E+11,WLIW
03:46.1,2.56776E+11,80G0
01:34.1,2.56755E+11,WLIW
15:48.9,2.56789E+11,U1DD
42:51.5,2.56704E+11,80G0
38:58.2,2.56785E+11,DJGS
15:49.1,2.56756E+11,5YR6
38:13.0,2.56774E+11,3USE
02:25.3,2.56779E+11,WLIW
28:35.5,2.5678E+11,80G0
02:01.8,2.56758E+11,80G0
14:53.6,2.56752E+11,WLIW
14:56.7,2.56752E+11,80G0
04:11.1,2.5675E+11,T2MU
04:29.6,2.56758E+11,3USE
55:43.7,2.56782E+11,WLIW
44:30.3,2.56773E+11,WLIW
00:12.1,2.56786E+11,80G0
51:29.6,2.56705E+11,WLIW
57:10.8,2.56703E+11,WLIW
01:55.0,2.56754E+11,T0LZ
42:36.3,2.56751E+11,80G0
09:09.0,2.56774E+11,WLIW
53:30.1,2.56706E+11,DJGS
03:36.3,2.5678E+11,WLIW
30:00.5,2.56779E+11,WLIW
12:13.8,2.56788E+11,T0LZ
46:32.9,2.56703E+11,U1DD
29:39.9,2.56701E+11,WLIW
10:11.0,2.56708E+11,3USE
19:58.7,2.5676E+11,T0LZ
47:24.0,2.56785E+11,WLIW
56:40.5,2.56701E+11,U1DD
51:44.2,2.56783E+11,DJGS
16:21.3,2.56312E+11,80G0
03:05.2,2.56702E+11,80G0
03:03.2,2.5678E+11,80G0
40:05.1,2.56785E+11,WLIW
03:34.8,2.56789E+11,WLIW
54:53.9,2.56774E+11,3USE
28:27.0,2.56756E+11,Q9SJ
01:34.5,2.56787E+11,WLIW
39:01.9,2.56752E+11,3USE
03:30.2,2.56705E+11,80G0
39:49.1,2.56785E+11,WLIW
32:37.8,2.56785E+11,80G0
57:35.9,2.56703E+11,80G0
00:02.3,2.56781E+11,WLIW
51:27.8,2.56785E+11,U1DD
24:41.4,2.56773E+11,ZDTG
57:47.1,2.56781E+11,WLIW
40:09.6,2.56789E+11,80G0
54:47.7,2.56777E+11,WLIW
32:45.3,2.56778E+11,U1DD
08:23.0,2.56701E+11,WLIW
58:15.9,2.56791E+11,DJGS
07:41.3,2.56776E+11,WLIW
34:58.0,2.56773E+11,T0LZ
40:52.5,2.56756E+11,80G0
20:07.1,2.56785E+11,WLIW
32:39.5,2.56776E+11,U1DD
59:11.9,2.56783E+11,WLIW
33:32.1,2.56795E+11,80G0
33:11.6,2.56754E+11,6Q4Z
31:59.8,2.56705E+11,80G0
16:25.3,2.5679E+11,U1DD
36:06.9,2.56774E+11,80G0
10:06.5,2.56783E+11,U1DD
20:09.8,2.56752E+11,U1DD
00:53.7,2.56773E+11,WLIW
52:35.9,2.56774E+11,WLIW
23:50.1,2.56777E+11,U1DD
53:40.1,2.56778E+11,WLIW
17:08.7,2.56772E+11,3USE
59:51.3,2.56774E+11,WLIW
31:48.8,2.56785E+11,WLIW
55:03.2,2.56753E+11,U1DD
37:38.1,2.56701E+11,WLIW
20:58.6,2.56752E+11,WLIW
58:32.1,2.56778E+11,WLIW
51:27.0,2.56773E+11,WLIW
23:22.1,2.56795E+11,T0LZ
01:01.1,2.56705E+11,80G0
51:35.0,2.56785E+11,WLIW
19:49.5,2.56703E+11,WLIW
05:45.5,2.56705E+11,P7R7
48:06.5,2.56703E+11,U1DD
26:35.5,2.56779E+11,WLIW
31:30.7,2.56795E+11,U1DD
46:32.6,2.56757E+11,80G0
07:57.4,2.56786E+11,49DG
21:45.5,2.56703E+11,WLIW
49:22.3,2.56702E+11,P7R7
34:43.7,2.56773E+11,80G0
35:27.3,2.56774E+11,WLIW
20:37.7,2.56755E+11,6Q4Z
00:55.1,2.56701E+11,6Q4Z
21:39.8,2.56703E+11,WLIW
38:44.0,2.56772E+11,DJGS
19:27.2,2.56701E+11,WLIW
42:47.5,2.56312E+11,WLIW
15:04.6,2.56787E+11,WLIW
41:15.2,2.56772E+11,80G0
04:56.3,2.56785E+11,DJGS
03:10.6,2.56774E+11,3USE
32:05.1,2.56771E+11,DJGS
09:11.1,2.56783E+11,U1DD
36:48.2,2.56753E+11,80G0
47:25.2,2.5678E+11,WLIW
04:32.6,2.56788E+11,WLIW
50:02.9,2.56755E+11,80G0
57:55.4,2.56785E+11,WLIW
26:36.3,2.56787E+11,U1DD
36:39.5,2.56785E+11,WLIW
55:29.7,2.56702E+11,CPEH
49:11.6,2.56705E+11,DJGS
38:38.1,2.56706E+11,80G0
31:29.2,2.56753E+11,U1DD
34:10.8,2.56701E+11,WLIW
48:50.0,2.56704E+11,Q9SJ
32:00.1,2.56757E+11,T2MU
27:05.6,2.56703E+11,DJGS
49:31.6,2.56783E+11,80G0
17:52.9,2.56785E+11,WLIW
38:00.4,2.56782E+11,80G0
27:52.1,2.56777E+11,T0LZ
43:50.2,2.56783E+11,80G0
47:48.3,2.56779E+11,WLIW
51:14.0,2.56703E+11,WLIW
54:40.0,2.56787E+11,WLIW
21:28.9,2.56701E+11,WLIW
44:02.1,2.56779E+11,U1DD
42:40.3,2.56703E+11,WLIW
28:18.3,2.56705E+11,WLIW
45:57.0,2.56772E+11,DJGS
29:58.4,2.56772E+11,80G0
04:49.3,2.56785E+11,80G0
02:18.5,2.56701E+11,WLIW
17:21.3,2.56791E+11,80G0
49:07.8,2.56706E+11,WLIW
00:50.4,2.56779E+11,49DG
07:47.9,2.56705E+11,WLIW
40:53.1,2.56785E+11,WLIW
48:26.2,2.56773E+11,WLIW
21:42.8,2.56753E+11,DJGS
53:46.7,2.56701E+11,U1DD
01:18.1,2.56774E+11,WLIW
45:53.4,2.56784E+11,80G0
37:18.0,2.56703E+11,T0LZ
16:29.0,2.56705E+11,U1DD
07:09.7,2.56786E+11,49DG
34:14.6,2.56701E+11,6Q4Z
24:08.2,2.56702E+11,WLIW
32:12.1,2.56774E+11,T0LZ
46:32.8,2.56772E+11,U1DD
13:42.2,2.56701E+11,6Q4Z
01:56.6,2.56703E+11,WLIW
38:15.8,2.56758E+11,80G0
50:02.3,2.56787E+11,80G0
47:45.8,2.56787E+11,WLIW
58:52.1,2.56774E+11,80G0
33:43.5,2.56783E+11,WLIW
41:22.2,2.56701E+11,WLIW
54:50.3,2.56752E+11,T0LZ
15:21.2,2.56778E+11,CPEH
17:00.6,2.56752E+11,WLIW
56:03.2,2.56775E+11,U1DD
46:02.4,2.56701E+11,WLIW
08:52.8,2.56783E+11,WLIW
21:20.4,2.56785E+11,U1DD
03:07.6,2.56754E+11,WLIW
30:55.1,2.56777E+11,T0LZ
41:42.3,2.56777E+11,80G0
58:04.5,2.56701E+11,WLIW
03:27.1,2.56783E+11,80G0
40:17.2,2.5676E+11,U1DD
23:10.7,2.56706E+11,Q9SJ
45:41.6,2.56312E+11,WLIW
40:27.6,2.56785E+11,WLIW
30:36.2,2.56778E+11,WLIW
30:13.3,2.56703E+11,DJGS
19:12.8,2.56773E+11,T0LZ
46:44.7,2.56774E+11,WLIW
12:12.4,2.56772E+11,WLIW
02:12.9,2.56757E+11,WLIW
52:37.9,2.56795E+11,U1DD
06:49.1,2.56774E+11,WLIW
33:06.2,2.56794E+11,DJGS
24:55.3,2.56705E+11,80G0
27:01.8,2.56782E+11,U1DD
07:52.5,2.56783E+11,Q9SJ
24:04.9,2.56701E+11,6Q4Z
42:50.3,2.56703E+11,WLIW
23:20.3,2.56788E+11,80G0
18:07.2,2.56778E+11,CPEH
19:58.9,2.56774E+11,U1DD
39:05.5,2.5678E+11,WLIW
40:26.0,2.56783E+11,WLIW
14:50.4,2.56702E+11,U1DD
42:17.9,2.56773E+11,T0LZ
36:55.4,2.56704E+11,P7R7
25:18.7,2.56787E+11,6Q4Z
35:09.2,2.56785E+11,WLIW
51:08.1,2.56775E+11,WLIW
58:56.3,2.56774E+11,80G0
37:49.0,2.56758E+11,T0LZ
02:15.8,2.56701E+11,WLIW
33:30.5,2.56755E+11,U1DD
13:22.2,2.56774E+11,80G0
19:06.5,2.56774E+11,WLIW
46:06.2,2.56788E+11,5YR6
59:37.2,2.56703E+11,80G0
04:14.7,2.56701E+11,U1DD
43:25.3,2.56782E+11,DJGS
40:09.8,2.567E+11,P7R7
38:28.3,2.56703E+11,WLIW
38:28.2,2.56775E+11,80G0
03:15.9,2.56703E+11,U1DD
49:45.8,2.56772E+11,WLIW
48:02.8,2.5679E+11,U1DD
00:10.6,2.56758E+11,80G0
00:32.5,2.56774E+11,WLIW
48:31.7,2.56785E+11,WLIW
28:40.6,2.56703E+11,WLIW
14:01.3,2.56708E+11,3USE
19:12.9,2.56786E+11,3USE
05:47.5,2.56781E+11,WLIW
36:26.9,2.56777E+11,U1DD
43:21.7,2.56774E+11,WLIW
56:10.4,2.56778E+11,3USE
37:44.0,2.56701E+11,80G0
37:55.6,2.56756E+11,80G0
52:18.9,2.56705E+11,80G0
34:23.8,2.56788E+11,6Q4Z
32:11.2,2.56704E+11,WLIW
28:52.2,2.56757E+11,WLIW
31:14.5,2.56773E+11,6Q4Z
18:54.5,2.56788E+11,3USE
08:28.7,2.56789E+11,80G0
33:29.4,2.56755E+11,WLIW
34:28.3,2.56754E+11,DJGS
35:45.6,2.56773E+11,WLIW
43:35.5,2.56785E+11,80G0
17:39.9,2.56779E+11,49DG
24:20.7,2.56752E+11,WLIW
05:57.9,2.56785E+11,80G0
18:58.4,2.56788E+11,80G0
56:30.6,2.56705E+11,93AI
54:14.2,2.56778E+11,T0LZ
36:26.2,2.56708E+11,DJGS
36:03.2,2.56774E+11,3USE
16:15.2,2.56701E+11,WLIW
33:31.8,2.56701E+11,6Q4Z
32:03.7,2.56772E+11,2F3O
26:40.5,2.56754E+11,80G0
22:23.5,2.56774E+11,T0LZ
38:32.4,2.56785E+11,WLIW
12:24.7,2.56705E+11,WLIW
43:31.7,2.56784E+11,3USE
17:41.0,2.56705E+11,49DG
35:48.8,2.56703E+11,U1DD
15:01.5,2.56701E+11,WLIW
56:50.3,2.5676E+11,WLIW
06:54.1,2.56705E+11,80G0
23:09.1,2.5679E+11,80G0
50:47.3,2.56705E+11,WLIW
14:47.2,2.56703E+11,WLIW
15:01.4,2.56759E+11,80G0
55:39.3,2.56785E+11,WLIW
12:26.6,2.56785E+11,WLIW
52:39.1,2.56757E+11,P7R7
44:23.9,2.56774E+11,T0LZ
28:07.5,2.56758E+11,T0LZ
27:22.6,2.56705E+11,80G0
39:08.4,2.56703E+11,WLIW
22:23.1,2.56709E+11,U1DD
30:26.4,2.56703E+11,U1DD
35:54.7,2.56782E+11,WLIW
13:41.6,2.56705E+11,DJGS
15:32.5,2.56788E+11,DJGS
18:12.2,2.56772E+11,T0LZ
15:46.3,2.56752E+11,U1DD
21:55.2,2.56775E+11,DJGS
49:52.8,2.56785E+11,WLIW
29:00.8,2.56705E+11,3USE
12:28.3,2.56706E+11,80G0
47:09.6,2.56771E+11,WLIW
58:28.1,2.56785E+11,WLIW
53:19.6,2.56706E+11,T0LZ
38:03.4,2.56758E+11,T0LZ
18:30.3,2.56781E+11,WLIW
43:05.8,2.56782E+11,U1DD
26:03.2,2.56703E+11,WLIW
13:14.4,2.56773E+11,WLIW
21:38.3,2.56774E+11,WLIW
42:21.4,2.56795E+11,80G0
47:23.8,2.56784E+11,WLIW
38:36.3,2.56781E+11,80G0
44:37.8,2.56772E+11,5YR6
39:01.2,2.56701E+11,U1DD
50:00.5,2.56393E+11,WLIW
01:09.8,2.5675E+11,80G0
04:25.5,2.56772E+11,80G0
22:44.4,2.56778E+11,CPEH
32:13.5,2.56774E+11,WLIW
32:35.8,2.56701E+11,6Q4Z
16:56.4,2.56785E+11,80G0
39:17.3,2.56773E+11,DJGS
07:31.0,2.56703E+11,WLIW
52:08.4,2.56789E+11,WLIW
11:52.5,2.56757E+11,WLIW
28:57.4,2.56784E+11,U1DD
19:32.2,2.56701E+11,WLIW
